source_kind,csv_path,window_index,trip_id,segment_id,window_id,timestamp,anomaly_type,risk_score,risk_level,prediction_confidence,estimated_cycles_to_failure,estimated_failure_probability,key_signal_count,notes,has_proxy_decisions_path,proxy_decisions_path,has_proxy_provenance_note,selected_for_eval,selection_reason
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,10,trip_0002,trip_0002_seg_001,trip_0002_seg_001__w004,2017-07-05T18:07:58Z,intake_air_temperature_sensor_fault,0.9,High,0.9,,0.0031,5,"intake_air_temperature_sensor_fault forwarded from Data Layer proxy_decisions.csv: 4-S3 triggered, DTC P0113, confidence high | Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.",True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,True,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,11,trip_0003,trip_0003_seg_001,trip_0003_seg_001__w000,2017-07-06T06:48:05Z,intake_air_temperature_sensor_fault,0.9,High,0.9,,0.0031,5,"intake_air_temperature_sensor_fault forwarded from Data Layer proxy_decisions.csv: 4-S3 triggered, DTC P0113, confidence high | Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.",True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,True,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,12,trip_0003,trip_0003_seg_001,trip_0003_seg_001__w001,2017-07-06T06:58:13Z,intake_air_temperature_sensor_fault,0.9,High,0.9,,0.0031,5,"intake_air_temperature_sensor_fault forwarded from Data Layer proxy_decisions.csv: 4-S3 triggered, DTC P0113, confidence high | Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.",True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,True,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,13,trip_0004,trip_0004_seg_001,trip_0004_seg_001__w000,2017-07-06T17:04:35Z,cooling_degradation,1.0,High,0.6531,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,14,trip_0004,trip_0004_seg_001,trip_0004_seg_001__w001,2017-07-06T17:14:43Z,cooling_degradation,0.5091,Medium,0.8342,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,15,trip_0004,trip_0004_seg_001,trip_0004_seg_001__w002,2017-07-06T17:24:51Z,cooling_degradation,0.0611,Low,0.95,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,16,trip_0004,trip_0004_seg_001,trip_0004_seg_001__w003,2017-07-06T17:34:59Z,air_intake_maf_anomaly,0.1804,Low,0.9445,,0.0031,4,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,17,trip_0004,trip_0004_seg_001,trip_0004_seg_001__w004,2017-07-06T17:45:07Z,air_intake_maf_anomaly,0.0947,Low,0.95,,0.0031,4,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,18,trip_0004,trip_0004_seg_001,trip_0004_seg_001__w005,2017-07-06T17:55:15Z,air_intake_maf_anomaly,0.1567,Low,0.9466,,0.0031,4,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,19,trip_0004,trip_0004_seg_001,trip_0004_seg_001__w006,2017-07-06T18:05:23Z,air_intake_maf_anomaly,0.1401,Low,0.95,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,20,trip_0004,trip_0004_seg_001,trip_0004_seg_001__w007,2017-07-06T18:15:31Z,cooling_degradation,0.0519,Low,0.95,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,21,trip_0005,trip_0005_seg_001,trip_0005_seg_001__w000,2017-07-07T05:33:19Z,cooling_degradation,0.4804,Medium,0.8341,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,22,trip_0005,trip_0005_seg_001,trip_0005_seg_001__w001,2017-07-07T05:43:27Z,cooling_degradation,0.2739,Low,0.9135,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,23,trip_0005,trip_0005_seg_001,trip_0005_seg_001__w002,2017-07-07T05:53:35Z,air_intake_maf_anomaly,0.1087,Low,0.95,,0.0031,4,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,24,trip_0005,trip_0005_seg_001,trip_0005_seg_001__w003,2017-07-07T06:03:43Z,cooling_degradation,0.1229,Low,0.95,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,25,trip_0005,trip_0005_seg_001,trip_0005_seg_001__w004,2017-07-07T06:13:51Z,air_intake_maf_anomaly,0.1122,Low,0.95,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,26,trip_0006,trip_0006_seg_001,trip_0006_seg_001__w000,2017-07-07T17:34:33Z,cooling_degradation,0.342,Low,0.8839,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,27,trip_0006,trip_0006_seg_001,trip_0006_seg_001__w001,2017-07-07T17:44:41Z,cooling_degradation,0.0898,Low,0.95,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,28,trip_0006,trip_0006_seg_001,trip_0006_seg_001__w002,2017-07-07T17:54:49Z,cooling_degradation,0.0846,Low,0.95,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,29,trip_0006,trip_0006_seg_001,trip_0006_seg_001__w003,2017-07-07T18:04:57Z,cooling_degradation,0.0879,Low,0.95,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,30,trip_0007,trip_0007_seg_001,trip_0007_seg_001__w000,2017-07-10T07:07:12Z,cooling_degradation,0.0903,Low,0.9381,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,31,trip_0007,trip_0007_seg_001,trip_0007_seg_001__w001,2017-07-10T07:17:20Z,cooling_degradation,0.1278,Low,0.95,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,32,trip_0008,trip_0008_seg_005,trip_0008_seg_005__w000,2017-07-11T06:53:39Z,cooling_degradation,0.1194,Low,0.95,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,33,trip_0009,trip_0009_seg_001,trip_0009_seg_001__w000,2017-07-11T11:51:41Z,cooling_degradation,1.0,High,0.6598,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,34,trip_0009,trip_0009_seg_001,trip_0009_seg_001__w001,2017-07-11T12:01:49Z,air_intake_maf_anomaly,0.1982,Low,0.9428,,0.0031,4,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,35,trip_0009,trip_0009_seg_001,trip_0009_seg_001__w002,2017-07-11T12:11:57Z,air_intake_maf_anomaly,0.2079,Low,0.9348,,0.0031,4,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,36,trip_0009,trip_0009_seg_001,trip_0009_seg_001__w003,2017-07-11T12:22:05Z,air_intake_maf_anomaly,0.2078,Low,0.9054,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,37,trip_0009,trip_0009_seg_001,trip_0009_seg_001__w004,2017-07-11T12:32:13Z,air_intake_maf_anomaly,0.0286,Low,0.95,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,38,trip_0010,trip_0010_seg_001,trip_0010_seg_001__w000,2017-07-11T16:44:13Z,cooling_degradation,0.5236,Medium,0.827,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,39,trip_0010,trip_0010_seg_001,trip_0010_seg_001__w001,2017-07-11T16:54:21Z,air_intake_maf_anomaly,0.1608,Low,0.95,,0.0031,4,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,40,trip_0010,trip_0010_seg_001,trip_0010_seg_001__w002,2017-07-11T17:04:29Z,air_intake_maf_anomaly,0.1277,Low,0.95,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
feature_proxy_pair,prompt_eval_iat_20260802__4s3_iat_low_range__high_fault,41,trip_0010,trip_0010_seg_001,trip_0010_seg_001__w003,2017-07-11T17:14:37Z,cooling_degradation,0.068,Low,0.95,,0.0031,5,Failure estimate is a linear projection of trip-level mean risk to the High-risk threshold (0.9000); it is not a calibrated probability of mechanical failure. | estimated_failure_probability is the model-based probability of crossing that threshold within the next 10 trips. | No positive trip-level risk trend was observed; no threshold crossing cycle is projected.,True,data/processed/runs/prompt_eval_iat_20260802__4s3_iat_low_range__high_fault/proxy/70_decisions/proxy_decisions.csv,False,False,
