csv_path,output_shape,anomaly_type,risk_score,risk_level,prediction_confidence,estimated_cycles_to_failure,estimated_failure_probability,projection_is_null,risk_history_count,has_notes,notes,has_proxy_decisions_path,proxy_decisions_path,has_proxy_provenance_note,selected_for_eval,selection_reason
data/raw/OBD-II-Dataset/2017-07-12_Seat_Leon_RT_S_Normal.csv,batch,cooling_degradation,1.0,High,0.655,,,True,6,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132357Z_38f6ac31/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-07-12_Seat_Leon_S_RT_Normal.csv,batch,cooling_degradation,1.0,High,0.6409,,,True,5,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132404Z_36dd9332/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-07-13_Seat_Leon_KA_KA_Normal.csv,batch,cooling_degradation,0.6896,Medium,0.7773,,,True,2,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132412Z_d5c31624/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-07-13_Seat_Leon_RT_KA_Stau_Messfehler.csv,batch,air_intake_maf_anomaly,0.5549,Medium,0.9424,,,True,8,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132458Z_a850cb5d/proxy/70_decisions/proxy_decisions.csv,False,True,representative_air_intake_maf_anomaly_medium
data/raw/OBD-II-Dataset/2017-07-14_Seat_Leon_KA_KA_Frei.csv,error,,,,,,,,0,True,"The uploaded recording was processed, but its longest uninterrupted stretch is only 593 seconds long, while at least 700 seconds are required for a diagnosis. This usually means the recording was repeatedly interrupted (run 'dashboard_upload_20260802T132505Z_2a41d21a'). Please upload a recording with a longer continuous drive.",False,,False,False,pipeline_error
data/raw/OBD-II-Dataset/2017-07-14_Seat_Leon_KA_RT_Normal.csv,batch,air_intake_maf_anomaly,0.3214,Low,0.8494,,,True,8,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132506Z_dc78bc01/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-07-24_Seat_Leon_RT_KA_Normal.csv,batch,cooling_degradation,0.2859,Low,0.9492,,,True,7,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132515Z_282bbcd2/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-07-26_Seat_Leon_RT_S_Stau.csv,batch,cooling_degradation,0.5753,Medium,0.8002,,,True,6,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132542Z_26a5bda6/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-07-26_Seat_Leon_S_KA_Normal.csv,batch,cooling_degradation,0.3715,Low,0.8896,,,True,5,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132551Z_91ec16a1/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-07-27_Seat_Leon_KA_KA_2_Normal.csv,batch,cooling_degradation,0.4843,Medium,0.8432,,,True,2,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132559Z_6a89b12d/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-07-27_Seat_Leon_KA_KA_Normal.csv,batch,cooling_degradation,0.823,Medium,0.7181,,,True,1,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132611Z_6359d2d5/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-07-28_Seat_Leon_KA_KA_Normal.csv,batch,cooling_degradation,0.5021,Medium,0.842,,,True,1,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132616Z_418d8687/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-07-28_Seat_Leon_KA_RT_Stau.csv,batch,cooling_degradation,0.8032,Medium,0.7349,,,True,10,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132621Z_36ffa718/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-07-31_Seat_Leon_KA_KA_Frei.csv,batch,cooling_degradation,0.8587,Medium,0.707,,,True,2,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132629Z_2baf7d06/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-07-31_Seat_Leon_RT_KA_Normal.csv,batch,cooling_degradation,0.6585,Medium,0.7865,,,True,8,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132635Z_ea10f8c9/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-08-01_Seat_Leon_KA_KA_Frei.csv,batch,cooling_degradation,0.6714,Medium,0.7619,,,True,2,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132642Z_63c62916/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-08-01_Seat_Leon_KA_RT_Normal.csv,batch,air_intake_maf_anomaly,0.3525,Low,0.8904,,,True,8,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132647Z_3d373984/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-08-02_Seat_Leon_RT_S_Normal.csv,batch,cooling_degradation,1.0,High,0.6542,,,True,5,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132653Z_6eb8b89d/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-08-03_Seat_Leon_S_RT_Normal.csv,batch,cooling_degradation,0.4463,Medium,0.8493,,,True,3,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132718Z_3cd0dc66/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-08-04_Seat_Leon_S_RT_Normal.csv,batch,cooling_degradation,0.2456,Low,0.9203,,,True,4,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132724Z_6c287850/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-08-05_Seat_Leon_S_CW_Normal.csv,batch,cooling_degradation,0.6145,Medium,0.8034,,,True,7,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132732Z_0e57f370/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-08-07_Seat_Leon_KA_RT_Frei.csv,batch,cooling_degradation,0.9271,High,0.687,,,True,6,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132743Z_a00eebda/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-08-07_Seat_Leon_RT_KA_Frei_Vollbremsung.csv,batch,cooling_degradation,1.0,High,0.6616,,,True,7,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132750Z_e6d2effd/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-08-08_Seat_Leon_RT_S_Normal.csv,batch,cooling_degradation,0.73,Medium,0.7463,,,True,4,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132757Z_eee98768/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-08-08_Seat_Leon_S_RT_Normal.csv,batch,cooling_degradation,0.1699,Low,0.9467,,,True,3,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132803Z_72109eb8/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-08-09_Seat_Leon_RT_S_Normal.csv,batch,cooling_degradation,0.7233,Medium,0.7487,,,True,5,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132810Z_4db64a44/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-08-09_Seat_Leon_S_RT_Normal.csv,batch,cooling_degradation,0.463,Medium,0.9464,,,True,4,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132819Z_6be1d4f2/proxy/70_decisions/proxy_decisions.csv,False,True,representative_cooling_degradation_medium
data/raw/OBD-II-Dataset/2017-08-10_Seat_Leon_RT_S_Normal.csv,batch,cooling_degradation,0.2944,Low,0.9127,,,True,4,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132825Z_f54c5b35/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2017-08-10_Seat_Leon_S_RT_Frei.csv,batch,cooling_degradation,0.2785,Low,0.9023,,,True,3,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132833Z_755fe916/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-14_Seat_Leon_RT_S_Normal.csv,batch,cooling_degradation,0.2347,Low,0.9303,,,True,4,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132841Z_0a3c1145/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-14_Seat_Leon_S_RT_Normal.csv,batch,accelerator_pedal_sensor,0.5708,Medium,0.9364,,,True,5,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132847Z_7da7cdda/proxy/70_decisions/proxy_decisions.csv,False,True,representative_accelerator_pedal_sensor_medium
data/raw/OBD-II-Dataset/2018-02-16_Seat_Leon_S_RT_Normal.csv,batch,cooling_degradation,1.0,High,0.6437,,,True,3,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132854Z_1a375b29/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-17_Seat_Leon_BB_RT_Normal_Glatteis.csv,batch,cooling_degradation,0.658,Medium,0.774,,,True,5,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132900Z_3152928c/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-17_Seat_Leon_RT_BB_Frei.csv,batch,cooling_degradation,0.86,Medium,0.7011,,,True,4,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132906Z_7e3ca989/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-18_Seat_Leon_RT_KA_Stau.csv,batch,cooling_degradation,0.4703,Medium,0.8394,,,True,6,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132913Z_9d6a0be9/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-20_Seat_Leon_KA_KA_Frei.csv,batch,cooling_degradation,0.7288,Medium,0.7488,,,True,1,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132920Z_267596ce/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-21_Seat_Leon_BB_RT_Normal.csv,batch,cooling_degradation,0.2169,Low,0.9373,,,True,3,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132927Z_e0c2de86/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-21_Seat_Leon_KA_BB_Normal.csv,batch,cooling_degradation,0.9874,High,0.6643,,,True,6,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132939Z_0abb6bd0/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-21_Seat_Leon_KA_KA_Normal.csv,batch,cooling_degradation,0.3227,Low,0.8964,,,True,2,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132946Z_1409f719/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-22_Seat_Leon_RT_S_Normal.csv,batch,cooling_degradation,0.869,Medium,0.7021,,,True,5,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132952Z_eaf404fb/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-23_Seat_Leon_RT_RT_Frei_Beschleunigung.csv,batch,cooling_degradation,0.0947,Low,0.95,,,True,1,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T132958Z_e8c534b1/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-23_Seat_Leon_RT_S_Normal.csv,batch,cooling_degradation,0.4577,Medium,0.8481,,,True,4,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133034Z_307446ad/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-23_Seat_Leon_S_RT_Normal.csv,batch,cooling_degradation,0.1164,Low,0.95,,,True,2,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133106Z_cd7aa0a6/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-23_Seat_Leon_S_S_Stau.csv,batch,cooling_degradation,0.337,Low,0.8994,,,True,3,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133111Z_bf0a18ae/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-26_Seat_Leon_KA_KA_Frei.csv,batch,cooling_degradation,0.7835,Medium,0.7258,,,True,1,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133117Z_7c21de0d/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-26_Seat_Leon_RT_KA_Normal.csv,batch,air_intake_maf_anomaly,0.852,Medium,0.9281,,,True,7,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133122Z_593366bf/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-26_Seat_Leon_RT_RT_Frei.csv,batch,cooling_degradation,1.0,High,0.6678,,,True,1,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133129Z_15db88fa/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-27_Seat_Leon_KA_KA_Normal.csv,batch,cooling_degradation,0.7997,Medium,0.7221,,,True,2,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133143Z_4b2ab71f/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-27_Seat_Leon_KA_RT_Normal.csv,batch,cooling_degradation,1.0,High,0.6535,,,True,7,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133149Z_e3c4d923/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-28_Seat_Leon_RT_S_Normal.csv,batch,cooling_degradation,0.378,Low,0.88,,,True,5,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133155Z_fe54e7f2/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-02-28_Seat_Leon_S_RT_Normal.csv,batch,cooling_degradation,1.0,High,0.6597,,,True,4,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133203Z_54fff320/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-03-01_Seat_Leon_RT_S_Normal.csv,batch,cooling_degradation,0.7577,Medium,0.7435,,,True,4,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133209Z_34782038/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-03-01_Seat_Leon_S_RT_Normal.csv,batch,cooling_degradation,0.7102,Medium,0.7528,,,True,7,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133215Z_7dab70e7/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-03-02_Seat_Leon_RT_S_Normal.csv,batch,cooling_degradation,0.4472,Medium,0.8534,,,True,4,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133221Z_3f96826e/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-03-06_Seat_Leon_KA_RT_Normal.csv,batch,cooling_degradation,0.9528,High,0.6698,,,True,7,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133228Z_ac80f027/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-03-07_Seat_Leon_RT_S_Normal.csv,batch,cooling_degradation,0.7256,Medium,0.7561,,,True,5,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133235Z_b716976a/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-03-07_Seat_Leon_S_RT_Normal.csv,batch,cooling_degradation,0.9258,High,0.6885,,,True,5,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133241Z_9a175e94/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-03-08_Seat_Leon_RT_S_Normal.csv,batch,cooling_degradation,0.7846,Medium,0.7347,,,True,5,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133247Z_1d852de7/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-03-19_Seat_Leon_KA_KA_Frei.csv,batch,cooling_degradation,0.6369,Medium,0.7828,,,True,2,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133254Z_4d7af9e2/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-03-19_Seat_Leon_RT_KA_Normal.csv,batch,cooling_degradation,1.0,High,0.6694,,,True,9,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133259Z_4a89f1db/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-03-20_Seat_Leon_KA_KA_Normal.csv,batch,cooling_degradation,1.0,High,0.6398,,,True,2,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133307Z_1e83a90e/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-03-21_Seat_Leon_KA_RT_Normal.csv,batch,cooling_degradation,0.4343,Medium,0.8506,,,True,7,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133313Z_c19029ec/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-03-22_Seat_Leon_RT_S_Normal.csv,batch,cooling_degradation,1.0,High,0.6806,,,True,5,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133320Z_3358de9c/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-03-22_Seat_Leon_S_RT_Normal.csv,batch,cooling_degradation,0.956,High,0.664,,,True,4,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133328Z_5ff9a068/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-03-23_Seat_Leon_RT_S_Normal.csv,batch,cooling_degradation,0.6834,Medium,0.7662,,,True,5,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133334Z_ad8d58bf/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-03-23_Seat_Leon_S_RT_Stau.csv,batch,cooling_degradation,0.9078,High,0.6909,,,True,6,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133345Z_13729ff2/proxy/70_decisions/proxy_decisions.csv,False,True,representative_cooling_degradation_high
data/raw/OBD-II-Dataset/2018-03-26_Seat_Leon_RT_S_Normal.csv,batch,cooling_degradation,0.278,Low,0.9125,,,True,4,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133353Z_0c263111/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-03-26_Seat_Leon_S_RT_Stau.csv,batch,air_intake_maf_anomaly,0.2665,Low,0.9126,,,True,3,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133359Z_ba7f8728/proxy/70_decisions/proxy_decisions.csv,False,True,representative_air_intake_maf_anomaly_low
data/raw/OBD-II-Dataset/2018-03-29_Seat_Leon_KA_RT_Stau.csv,batch,air_intake_maf_anomaly,0.8299,Medium,0.8964,,,True,12,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133404Z_ad23886d/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-04-23_Seat_Leon_KA_KA_Frei.csv,batch,cooling_degradation,0.8498,Medium,0.7021,,,True,1,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133412Z_409f46c6/proxy/70_decisions/proxy_decisions.csv,False,False,
data/raw/OBD-II-Dataset/2018-04-23_Seat_Leon_RT_KA_Normal.csv,batch,cooling_degradation,0.9311,High,0.6777,,,True,10,True,Failure estimate unavailable: need at least 5 chronological trips; found 1.,True,data/processed/runs/dashboard_upload_20260802T133418Z_8418503f/proxy/70_decisions/proxy_decisions.csv,False,False,
